Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
New York Knicks*,82,19780,37.3,85.3,.437,5.3,15.5,.341,32.0,69.8,.458,24.0,32.6,.736,13.6,30.8,44.4,21.1,8.5,4.3,16.8,25.4,103.8,1996
Chicago Bulls*,82,19830,38.4,84.2,.457,5.3,15.1,.349,33.2,69.0,.480,22.1,30.0,.738,14.0,29.6,43.7,22.5,9.0,4.9,19.5,24.9,104.3,1996
Cleveland Cavaliers*,82,19930,39.8,86.4,.461,5.6,15.7,.357,34.2,70.6,.484,19.4,25.6,.757,12.1,31.9,44.0,25.7,7.9,6.1,17.2,25.1,104.6,1996
Atlanta Hawks*,82,19855,40.4,87.3,.463,5.7,16.3,.347,34.7,70.9,.489,18.8,25.8,.726,14.1,32.2,46.3,23.3,8.2,4.3,18.3,24.4,105.2,1996
San Antonio Spurs*,82,19855,40.5,89.1,.454,5.4,16.0,.341,35.0,73.1,.479,19.1,26.7,.714,13.0,29.4,42.4,24.0,8.1,5.2,15.1,26.4,105.4,1996
Indiana Pacers*,82,19780,39.4,86.4,.456,6.4,17.6,.364,33.0,68.8,.479,20.4,28.2,.726,14.1,29.1,43.2,24.3,9.3,5.6,18.5,27.7,105.6,1996
Utah Jazz*,82,19780,37.3,82.3,.453,7.2,18.7,.382,30.1,63.5,.474,24.0,32.4,.741,12.0,27.8,39.8,22.4,8.5,5.6,17.7,26.9,105.7,1996
Portland Trail Blazers*,82,19705,38.3,83.9,.456,5.7,15.4,.372,32.6,68.5,.476,23.3,30.9,.754,11.5,29.8,41.3,23.2,8.3,5.3,16.9,25.2,105.7,1996
Charlotte Hornets*,82,19805,41.0,90.5,.454,5.7,17.1,.333,35.3,73.3,.482,18.3,24.7,.740,14.6,31.4,46.1,25.2,7.1,4.9,16.2,24.7,106.1,1996
Seattle SuperSonics*,82,19830,38.1,84.1,.453,6.6,19.2,.343,31.5,64.9,.486,23.4,31.9,.735,13.5,28.0,41.5,23.4,8.3,6.2,18.8,25.7,106.3,1996
Sacramento Kings,82,19855,38.8,85.7,.453,4.9,16.2,.304,33.9,69.5,.487,24.0,32.4,.741,15.0,29.7,44.7,23.8,9.9,6.7,17.6,26.6,106.5,1996
Houston Rockets*,82,19730,41.4,91.2,.453,6.5,17.4,.376,34.8,73.8,.472,18.2,24.2,.751,15.1,30.8,45.9,25.1,9.6,4.7,16.5,23.0,107.4,1996
Orlando Magic*,82,19930,41.0,89.8,.457,5.9,15.7,.378,35.1,74.1,.474,19.8,26.7,.741,14.4,28.2,42.6,25.1,8.9,4.6,15.6,24.7,107.8,1996
Denver Nuggets*,82,19980,40.1,87.9,.456,5.5,15.9,.347,34.6,72.1,.479,22.6,30.2,.750,13.4,29.0,42.4,23.4,8.4,6.0,15.3,25.7,108.2,1996
New Jersey Nets,82,19880,41.6,90.3,.461,5.8,15.4,.374,35.9,74.9,.479,19.6,27.1,.721,13.8,31.9,45.7,23.9,9.6,5.8,14.4,25.0,108.6,1996
Los Angeles Lakers*,82,19905,41.8,89.3,.468,5.8,16.4,.352,36.0,72.9,.494,20.0,28.3,.708,16.3,31.3,47.6,27.9,8.2,6.2,17.6,22.9,109.4,1996
Philadelphia 76ers,82,19805,41.3,88.7,.465,6.2,17.1,.363,35.1,71.6,.490,20.9,27.4,.763,15.2,30.8,46.1,26.5,9.5,5.6,17.3,24.8,109.7,1996
Miami Heat,82,19805,40.3,85.6,.471,6.7,18.5,.361,33.7,67.2,.501,22.6,30.5,.740,13.5,30.7,44.2,24.3,8.6,5.0,17.4,24.7,109.9,1996
Phoenix Suns*,82,19830,41.9,87.8,.477,6.6,19.5,.340,35.3,68.4,.516,20.1,27.0,.744,13.1,30.7,43.8,27.1,8.3,4.9,16.2,25.6,110.4,1996
Boston Celtics*,82,19805,42.6,87.9,.484,4.8,13.5,.358,37.7,74.4,.507,20.6,28.7,.720,13.7,30.1,43.8,25.8,8.4,5.9,15.9,24.8,110.6,1996
Dallas Mavericks,82,19930,43.3,88.8,.488,5.5,15.0,.366,37.8,73.8,.513,18.5,25.2,.734,13.4,30.3,43.6,25.3,9.2,6.4,15.9,24.5,110.6,1996
Milwaukee Bucks,82,19855,42.4,85.9,.493,6.4,16.2,.395,35.9,69.7,.516,19.8,27.1,.729,13.2,30.5,43.7,27.4,10.0,5.3,17.7,25.7,110.9,1996
Los Angeles Clippers,82,19880,41.1,82.8,.496,5.0,13.4,.370,36.1,69.4,.520,24.0,32.0,.750,13.9,32.5,46.3,24.5,8.9,5.9,19.3,24.4,111.1,1996
Washington Bullets,82,19855,41.5,86.6,.480,5.6,14.6,.383,35.9,71.9,.499,22.7,29.6,.765,14.2,32.2,46.4,25.1,9.0,5.7,17.4,22.7,111.3,1996
Golden State Warriors,82,19905,43.4,89.1,.488,6.1,17.0,.355,37.4,72.0,.519,19.3,26.8,.720,14.7,31.1,45.8,28.9,10.7,5.1,16.3,26.3,112.2,1996
Minnesota Timberwolves,82,19780,41.0,86.4,.474,6.2,16.5,.377,34.8,69.9,.498,24.2,33.1,.731,15.5,30.6,46.1,27.5,9.3,6.8,17.6,26.3,112.4,1996
Detroit Pistons,82,19730,40.7,85.6,.476,5.8,16.1,.363,34.9,69.5,.502,25.6,35.5,.722,15.0,31.7,46.7,26.3,9.0,5.7,16.8,22.8,112.9,1996
Chicago Bulls*,82,19730,38.5,85.8,.448,5.8,16.7,.350,32.6,69.2,.472,19.0,26.5,.717,13.1,28.5,41.6,21.3,7.9,4.2,18.8,24.8,101.8,1997
Seattle SuperSonics*,82,19880,37.0,84.3,.438,6.9,19.7,.348,30.1,64.6,.466,21.3,29.7,.716,13.8,29.0,42.8,22.8,9.8,5.0,19.5,25.9,102.1,1997
Portland Trail Blazers*,82,19905,38.4,86.9,.442,6.1,17.6,.348,32.3,69.3,.466,20.5,27.7,.740,12.1,30.2,42.3,23.7,9.2,5.3,15.5,26.0,103.5,1997
New York Knicks*,82,19830,38.0,86.1,.442,5.9,17.4,.337,32.1,68.6,.468,21.6,29.1,.740,13.2,32.3,45.5,22.2,8.7,3.7,17.2,23.4,103.5,1997
San Antonio Spurs*,82,19780,39.2,89.2,.439,5.7,17.4,.330,33.5,71.9,.466,19.3,26.4,.730,14.4,32.1,46.6,24.0,7.9,5.6,16.3,25.6,103.5,1997
Miami Heat*,82,19780,36.4,83.9,.434,5.9,16.5,.361,30.5,67.5,.452,25.0,33.3,.752,13.1,30.8,43.9,21.9,8.8,5.4,17.2,27.0,103.8,1997
Detroit Pistons*,82,19830,39.0,88.0,.443,7.0,19.0,.366,32.0,68.9,.465,20.1,28.1,.715,13.3,31.3,44.6,23.9,7.7,5.3,15.9,26.0,105.1,1997
Utah Jazz*,82,19780,37.0,83.3,.445,7.4,19.3,.385,29.6,64.0,.463,24.5,32.7,.751,12.6,29.0,41.6,22.1,7.9,5.5,17.3,26.7,106.1,1997
New Jersey Nets,82,19905,39.9,87.9,.454,7.2,18.8,.384,32.7,69.1,.473,19.6,26.4,.740,13.6,31.2,44.9,24.9,8.8,6.8,16.8,25.5,106.5,1997
Los Angeles Lakers*,82,19680,41.2,89.8,.458,5.8,15.9,.367,35.3,74.0,.478,18.4,25.0,.738,15.1,30.6,45.7,26.5,7.8,6.4,17.6,23.8,106.6,1997
Cleveland Cavaliers*,82,19830,39.3,85.1,.462,7.5,19.4,.388,31.8,65.6,.484,20.6,27.1,.759,12.8,31.9,44.7,26.7,7.4,4.9,18.8,24.5,106.7,1997
Orlando Magic*,82,19855,40.3,88.7,.454,6.5,17.9,.366,33.8,70.8,.477,19.7,26.8,.736,14.3,31.1,45.5,24.6,8.5,4.3,16.3,24.1,106.9,1997
Indiana Pacers*,82,19755,38.6,85.6,.452,6.7,18.6,.360,31.9,67.0,.477,23.2,31.3,.740,13.7,27.9,41.6,23.5,9.0,5.7,17.1,27.8,107.2,1997
Houston Rockets*,82,19805,41.3,89.8,.460,6.3,17.5,.359,35.0,72.4,.484,18.5,26.2,.707,14.6,32.5,47.1,25.3,8.7,5.2,15.9,24.0,107.4,1997
Washington Bullets,82,19805,39.6,86.0,.460,4.9,14.3,.342,34.7,71.7,.484,23.6,30.7,.766,14.3,30.6,44.9,21.8,9.0,5.0,17.6,24.4,107.6,1997
Atlanta Hawks*,82,19730,41.3,87.1,.474,6.5,18.0,.360,34.8,69.1,.504,18.9,25.3,.746,14.3,31.1,45.4,25.0,7.9,4.6,19.1,24.5,108.0,1997
Denver Nuggets,82,19830,40.6,88.5,.459,5.9,16.2,.367,34.6,72.3,.479,21.0,27.6,.760,12.3,31.3,43.6,24.6,8.1,5.5,14.8,24.9,108.1,1997
Vancouver Grizzlies,82,19880,40.9,86.0,.475,6.1,16.3,.374,34.8,69.8,.498,20.7,28.2,.733,14.6,33.8,48.4,26.4,9.3,6.3,18.9,23.7,108.5,1997
Sacramento Kings*,82,19755,38.9,84.0,.462,6.0,15.8,.379,32.9,68.2,.482,25.4,33.8,.751,13.7,30.1,43.8,23.5,10.0,6.6,17.6,26.1,109.1,1997
Minnesota Timberwolves,82,19780,40.0,85.4,.469,6.9,18.1,.380,33.2,67.4,.492,22.8,30.7,.744,13.4,30.1,43.5,25.5,9.4,6.5,17.4,25.2,109.8,1997
Boston Celtics,82,19905,41.3,85.9,.481,5.2,14.6,.357,36.1,71.3,.506,22.1,29.6,.747,13.0,32.4,45.5,24.0,8.4,6.1,16.5,24.6,109.9,1997
Golden State Warriors,82,19755,41.7,87.8,.475,6.2,17.0,.365,35.5,70.8,.501,20.3,27.3,.746,14.5,29.8,44.3,27.3,9.1,5.0,17.9,25.5,109.9,1997
Phoenix Suns*,82,19955,41.5,88.2,.471,7.1,19.2,.369,34.4,69.0,.499,19.9,26.9,.739,12.9,30.7,43.7,26.9,7.6,5.4,15.4,25.9,110.0,1997
Los Angeles Clippers,82,19730,40.3,84.5,.478,5.8,15.6,.372,34.5,68.9,.502,23.8,31.9,.746,13.5,30.8,44.3,21.6,9.0,5.2,17.7,24.3,110.3,1997
Dallas Mavericks,82,19930,42.9,87.3,.492,5.9,15.1,.394,37.0,72.3,.512,19.4,26.5,.732,13.7,34.4,48.1,25.0,8.9,6.7,17.0,23.2,111.2,1997
Milwaukee Bucks,82,19730,41.6,86.6,.480,6.9,17.5,.397,34.6,69.1,.501,21.4,29.6,.725,13.5,31.1,44.5,26.2,8.7,5.0,16.3,23.6,111.5,1997
Toronto Raptors,82,19830,40.9,86.0,.475,6.7,18.4,.367,34.1,67.6,.504,23.4,31.4,.745,14.3,29.5,43.8,25.8,9.9,6.3,17.2,22.6,111.8,1997
Charlotte Hornets,82,19880,42.9,87.7,.489,7.0,17.7,.396,35.9,70.0,.513,19.0,25.8,.736,12.6,31.1,43.7,27.0,7.1,4.9,16.0,24.1,111.8,1997
Philadelphia 76ers,82,19730,43.3,89.6,.483,6.9,18.7,.370,36.4,70.9,.513,19.4,26.2,.741,15.4,32.7,48.0,27.8,9.5,6.2,17.0,25.2,113.0,1997
Miami Heat*,82,19805,36.9,85.5,.432,5.6,15.6,.362,31.3,69.9,.447,21.2,28.9,.731,13.7,31.9,45.6,20.8,8.9,5.4,18.2,25.1,100.6,1998
New York Knicks*,82,19855,35.6,83.7,.425,6.4,18.3,.350,29.2,65.4,.446,23.4,31.9,.733,12.2,29.6,41.8,21.2,9.7,3.9,17.8,25.1,101.0,1998
Atlanta Hawks*,82,19805,39.1,90.0,.435,6.8,19.5,.347,32.4,70.5,.459,17.2,23.4,.737,14.6,31.1,45.6,23.2,8.4,4.6,17.7,24.4,102.3,1998
Chicago Bulls*,82,19730,39.2,89.9,.436,6.4,19.0,.335,32.8,70.9,.463,17.6,23.9,.737,14.7,29.8,44.5,21.9,8.4,3.9,17.5,23.4,102.4,1998
Cleveland Cavaliers,82,19855,36.3,82.2,.441,6.7,17.9,.373,29.6,64.3,.460,23.1,31.2,.742,12.3,31.9,44.2,24.0,8.0,5.1,19.4,25.5,102.4,1998
Seattle SuperSonics*,82,19780,37.1,84.1,.441,8.2,22.1,.373,28.8,62.0,.465,20.3,27.4,.741,13.6,30.3,43.9,23.5,8.5,5.7,20.6,25.9,102.7,1998
Portland Trail Blazers*,82,19855,37.2,85.4,.436,6.1,17.0,.357,31.1,68.4,.455,22.9,30.9,.739,12.7,29.2,41.9,22.6,8.7,5.7,16.5,25.1,103.3,1998
Los Angeles Lakers*,82,19930,38.6,87.5,.441,6.3,18.2,.347,32.3,69.2,.466,20.2,28.1,.718,14.7,31.3,46.0,24.8,8.2,5.1,17.7,25.6,103.7,1998
Utah Jazz*,82,19830,36.4,83.2,.438,7.0,19.9,.352,29.4,63.3,.465,24.1,32.2,.750,12.9,28.2,41.1,21.4,8.6,5.0,17.9,27.5,104.0,1998
Houston Rockets*,82,19855,40.0,90.3,.443,6.8,20.4,.335,33.1,69.9,.474,17.2,23.6,.729,13.6,30.8,44.3,24.2,9.6,4.8,15.5,22.9,104.0,1998
Detroit Pistons*,82,19830,39.6,89.2,.444,7.6,20.5,.369,32.1,68.7,.467,17.6,23.9,.737,13.8,32.4,46.2,25.7,7.0,4.0,17.1,25.5,104.4,1998
Indiana Pacers,82,19930,37.9,86.0,.440,6.8,19.5,.347,31.1,66.5,.468,22.2,29.5,.753,13.6,30.6,44.2,23.5,9.4,5.7,17.4,26.4,104.7,1998
Washington Bullets*,82,19855,39.4,86.9,.454,6.4,17.4,.371,33.0,69.5,.474,19.6,26.2,.749,13.4,30.6,44.0,21.9,8.7,4.4,17.7,23.2,104.9,1998
Orlando Magic*,82,19855,40.6,88.3,.460,6.2,18.2,.343,34.4,70.1,.490,18.6,25.4,.732,14.8,32.8,47.6,24.6,9.6,5.7,18.0,24.2,106.0,1998
Minnesota Timberwolves*,82,19780,39.4,87.5,.450,6.2,17.3,.362,33.2,70.2,.472,22.0,29.2,.754,14.3,31.6,45.9,23.9,8.8,6.0,17.2,24.5,107.1,1998
Los Angeles Clippers*,82,19930,39.2,85.0,.462,6.3,17.7,.357,32.9,67.2,.489,22.8,30.5,.749,13.9,32.3,46.2,21.8,9.7,5.5,18.1,24.5,107.6,1998
Toronto Raptors,82,19830,39.7,85.4,.465,6.6,19.1,.348,33.1,66.3,.498,22.0,30.4,.724,13.8,31.4,45.2,26.3,9.0,5.9,17.9,24.0,108.0,1998
Dallas Mavericks,82,19805,40.4,88.1,.458,7.3,19.7,.373,33.0,68.4,.483,20.2,26.9,.751,14.9,33.0,48.0,24.4,9.4,5.9,17.5,23.4,108.2,1998
Milwaukee Bucks,82,19730,40.7,86.3,.472,5.0,14.7,.342,35.7,71.7,.499,21.8,29.8,.731,13.2,30.7,43.9,24.7,9.3,5.3,16.3,24.1,108.3,1998
Phoenix Suns*,82,19855,41.3,88.4,.467,7.1,19.2,.368,34.2,69.2,.494,19.0,25.7,.739,13.6,31.9,45.5,25.9,8.6,4.8,16.8,23.9,108.6,1998
Sacramento Kings,82,19855,40.0,86.6,.462,5.9,16.7,.352,34.1,69.9,.488,22.9,31.0,.737,14.1,31.1,45.2,23.6,9.5,5.7,16.7,23.8,108.7,1998
Charlotte Hornets*,82,19805,41.8,91.0,.460,6.7,18.7,.357,35.2,72.3,.486,18.6,25.4,.730,14.7,30.9,45.6,24.4,7.3,4.6,15.6,24.4,108.9,1998
New Jersey Nets,82,19780,40.7,87.8,.464,6.8,18.4,.372,33.9,69.4,.488,21.4,28.7,.745,14.0,32.4,46.4,25.3,8.9,6.8,16.5,23.4,109.7,1998
Denver Nuggets,82,19930,43.0,92.0,.467,6.3,16.1,.393,36.7,76.0,.482,19.0,25.3,.750,14.2,32.0,46.2,24.1,9.4,5.9,13.8,22.5,111.2,1998
Philadelphia 76ers,82,19780,42.2,89.7,.470,7.1,19.5,.365,35.1,70.2,.500,19.9,27.2,.733,15.1,31.2,46.3,26.3,10.5,6.3,16.3,25.6,111.4,1998
Boston Celtics,82,19905,42.4,84.3,.503,6.2,17.0,.365,36.2,67.3,.537,20.5,28.4,.720,12.7,33.1,45.7,26.8,9.1,7.0,18.2,23.0,111.4,1998
Vancouver Grizzlies,82,19780,42.4,89.9,.472,6.9,18.8,.365,35.6,71.2,.500,20.1,27.7,.727,16.5,33.3,49.8,27.1,9.9,6.3,17.2,21.9,111.8,1998
Golden State Warriors,82,19905,42.0,88.3,.475,7.6,20.4,.373,34.3,67.9,.506,20.7,27.6,.750,14.3,29.8,44.1,28.3,10.8,5.2,16.9,24.7,112.2,1998
San Antonio Spurs,82,19730,41.8,88.9,.471,7.7,19.9,.387,34.1,69.0,.495,21.0,28.4,.738,14.6,32.1,46.7,27.2,9.3,6.2,16.4,22.9,112.3,1998
Cleveland Cavaliers*,82,19830,36.2,83.7,.433,4.6,13.4,.344,31.6,70.3,.450,22.1,29.3,.755,12.8,30.0,42.8,24.1,9.5,6.1,19.4,25.6,99.1,1999
San Antonio Spurs*,82,19830,37.5,91.1,.411,4.6,14.1,.328,32.8,77.0,.426,19.8,26.8,.740,13.9,30.6,44.5,21.3,10.0,5.2,14.3,25.3,99.4,1999
Chicago Bulls*,82,19855,38.0,88.0,.431,4.5,13.9,.322,33.5,74.2,.452,19.4,26.6,.729,13.8,30.4,44.2,21.7,8.9,4.8,17.2,24.1,99.8,1999
New York Knicks*,82,19830,36.0,84.1,.428,4.5,14.3,.317,31.5,69.8,.451,23.7,31.6,.750,11.7,32.1,43.8,21.7,9.0,4.3,16.9,23.4,100.3,1999
Indiana Pacers*,82,19830,38.4,88.8,.432,3.8,11.9,.316,34.6,76.9,.450,21.0,28.9,.728,15.3,31.0,46.4,21.9,8.9,5.0,17.0,25.4,101.6,1999
Phoenix Suns*,82,19955,38.4,87.1,.442,5.2,14.4,.361,33.3,72.7,.458,19.7,27.0,.732,13.8,30.8,44.6,23.7,9.5,4.2,17.9,23.3,101.8,1999
Miami Heat*,82,19755,37.6,87.8,.428,4.2,12.7,.331,33.4,75.1,.445,22.5,30.3,.744,14.6,30.8,45.5,22.5,8.8,5.1,16.8,25.6,102.0,1999
Portland Trail Blazers*,82,19830,37.8,87.7,.431,5.0,14.6,.343,32.8,73.1,.449,21.9,30.3,.722,13.6,29.6,43.2,23.7,10.4,6.0,15.6,24.5,102.4,1999
Detroit Pistons,82,19955,38.7,86.9,.445,4.9,15.0,.330,33.8,71.9,.469,21.1,28.3,.746,13.5,31.8,45.3,23.9,8.8,5.2,17.2,25.5,103.5,1999
Seattle SuperSonics*,82,19755,39.2,87.8,.446,5.6,17.4,.324,33.5,70.4,.476,19.6,27.1,.724,15.4,31.3,46.7,24.7,8.7,5.5,18.9,24.7,103.6,1999
Los Angeles Lakers*,82,19830,38.6,88.0,.439,4.9,13.9,.355,33.7,74.1,.455,21.6,29.5,.732,14.5,30.3,44.8,23.8,8.5,5.5,16.6,27.8,103.7,1999
Orlando Magic,82,19830,40.7,89.7,.454,4.3,13.4,.324,36.4,76.3,.476,18.1,24.6,.736,15.1,31.5,46.6,24.2,10.4,5.4,17.5,25.9,103.8,1999
Atlanta Hawks*,82,19880,40.8,92.2,.442,4.8,14.0,.342,36.0,78.2,.460,17.9,24.4,.735,14.9,29.6,44.5,24.1,8.5,5.1,15.4,26.1,104.3,1999
Washington Wizards,82,19805,39.3,86.3,.455,4.6,12.9,.356,34.7,73.4,.472,21.4,28.7,.747,13.6,32.6,46.2,22.8,8.3,4.9,17.5,25.4,104.5,1999
Charlotte Hornets*,82,19780,40.4,87.1,.464,5.0,14.4,.347,35.4,72.7,.487,19.5,26.7,.731,13.1,30.7,43.8,24.5,7.9,5.0,16.8,25.8,105.3,1999
Utah Jazz*,82,19780,38.2,87.0,.439,5.5,15.3,.357,32.7,71.7,.457,23.5,31.1,.757,13.4,27.4,40.8,23.0,8.8,5.8,15.7,29.0,105.4,1999
Philadelphia 76ers,82,19755,39.0,86.5,.451,5.2,15.0,.344,33.9,71.5,.474,22.2,30.4,.730,15.0,31.4,46.4,25.9,10.3,6.8,17.7,25.6,105.4,1999
Boston Celtics,82,19730,37.3,78.0,.479,3.9,12.3,.318,33.5,65.7,.509,26.8,35.9,.745,13.2,31.9,45.1,23.8,9.1,5.3,22.0,22.4,105.4,1999
Milwaukee Bucks,82,19930,38.9,84.4,.461,4.1,12.4,.327,34.8,72.0,.484,23.8,32.0,.743,13.4,30.2,43.6,23.3,10.2,5.3,18.0,24.1,105.6,1999
Golden State Warriors,82,19830,39.6,89.2,.444,4.4,12.7,.347,35.2,76.5,.460,22.1,30.3,.729,15.0,33.6,48.6,26.6,10.0,6.3,15.3,21.7,105.7,1999
New Jersey Nets*,82,19880,40.0,84.9,.471,4.7,13.7,.346,35.3,71.3,.495,21.9,29.3,.748,14.3,30.7,45.0,23.5,8.2,6.8,19.7,26.8,106.6,1999
Sacramento Kings,82,19730,40.9,89.5,.457,4.6,12.8,.356,36.3,76.7,.473,20.6,27.8,.742,15.3,33.4,48.7,24.1,9.2,6.2,16.6,23.4,106.9,1999
Minnesota Timberwolves*,82,19930,40.0,89.2,.448,5.6,15.7,.358,34.4,73.5,.468,21.4,28.9,.742,14.5,31.4,45.9,24.8,7.9,5.4,16.0,24.2,107.1,1999
Dallas Mavericks,82,19905,42.1,91.4,.460,5.2,15.1,.342,36.9,76.3,.484,17.9,25.0,.714,16.4,35.4,51.8,25.2,8.8,5.0,16.6,21.6,107.2,1999
Houston Rockets*,82,19830,42.2,90.0,.469,5.4,14.9,.365,36.8,75.1,.489,18.7,25.2,.744,13.8,30.9,44.8,25.5,9.7,4.9,15.6,23.2,108.6,1999
Toronto Raptors,82,19930,42.5,88.7,.479,5.1,13.4,.383,37.4,75.3,.496,20.8,29.8,.700,16.5,32.6,49.1,28.8,9.6,6.7,17.8,22.7,111.0,1999
Los Angeles Clippers,82,19780,42.5,89.7,.474,4.4,12.1,.362,38.1,77.6,.491,21.8,29.8,.734,15.4,32.4,47.8,24.0,9.5,5.4,15.2,22.9,111.2,1999
Vancouver Grizzlies,82,19830,42.4,89.3,.475,5.6,14.6,.385,36.8,74.7,.493,21.5,29.3,.732,15.1,31.0,46.0,27.6,11.0,7.1,15.3,24.1,112.0,1999
Denver Nuggets,82,19730,40.9,86.4,.473,5.7,15.0,.379,35.2,71.4,.493,24.7,32.7,.754,14.9,32.6,47.4,26.9,9.0,7.3,16.9,24.2,112.1,1999
San Antonio Spurs*,50,12075,36.6,91.1,.402,3.8,12.5,.304,32.8,78.5,.417,18.0,25.7,.701,15.6,31.5,47.2,21.1,9.8,5.4,16.4,25.7,95.0,2000
Atlanta Hawks*,50,12075,37.2,90.2,.413,4.4,14.8,.300,32.8,75.4,.435,18.3,25.1,.729,13.5,31.9,45.4,20.8,8.8,5.7,15.7,28.0,97.1,2000
Orlando Magic*,50,12050,38.3,86.5,.443,5.2,15.0,.345,33.1,71.5,.463,15.6,22.1,.707,13.3,31.9,45.3,23.3,10.5,5.4,19.4,24.9,97.4,2000
New York Knicks*,50,12100,34.9,86.5,.403,5.3,15.1,.353,29.5,71.4,.414,22.4,30.5,.733,14.1,32.6,46.6,21.1,9.7,4.9,17.5,23.6,97.5,2000
Philadelphia 76ers*,50,12150,35.6,84.3,.423,5.4,16.0,.337,30.3,68.4,.443,21.0,28.7,.731,13.8,31.3,45.0,22.3,9.7,5.9,20.0,26.4,97.6,2000
Portland Trail Blazers*,50,12175,36.3,87.0,.417,4.9,15.3,.318,31.5,71.8,.438,20.2,27.9,.725,13.6,30.7,44.3,21.3,9.1,5.4,17.3,25.2,97.7,2000
Utah Jazz*,50,12175,36.2,87.6,.413,4.9,15.1,.321,31.3,72.5,.432,21.2,29.4,.721,14.4,29.3,43.7,20.5,9.8,6.0,16.9,29.7,98.4,2000
Miami Heat*,50,12025,36.8,89.6,.411,5.0,14.3,.348,31.9,75.3,.423,20.2,27.5,.737,14.6,31.6,46.2,20.1,9.1,4.4,15.9,25.9,98.9,2000
Detroit Pistons*,50,12050,36.6,84.0,.436,5.4,15.7,.346,31.1,68.2,.456,21.7,30.4,.715,12.6,31.8,44.4,24.1,9.8,5.2,17.8,25.7,100.3,2000
Golden State Warriors,50,12125,36.0,85.7,.420,4.3,12.8,.336,31.7,72.9,.435,24.8,34.1,.728,14.6,33.5,48.1,22.8,8.9,6.8,16.4,22.9,101.1,2000
Minnesota Timberwolves*,50,12025,36.8,83.8,.439,4.7,14.3,.326,32.2,69.5,.463,23.1,32.2,.718,13.0,34.3,47.2,24.4,8.0,5.7,18.3,22.3,101.5,2000
Cleveland Cavaliers,50,12050,36.8,84.5,.436,5.4,15.6,.350,31.4,68.9,.455,22.5,30.3,.743,13.6,32.4,46.0,24.3,9.0,6.5,18.9,27.6,101.6,2000
Boston Celtics,50,12150,37.2,84.1,.443,3.8,12.1,.312,33.5,72.0,.465,24.1,32.5,.742,13.9,33.3,47.2,22.0,10.0,5.5,18.2,21.6,102.4,2000
Charlotte Hornets,50,12150,38.3,88.1,.434,4.7,14.0,.333,33.6,74.1,.454,21.1,28.8,.734,14.4,32.8,47.3,24.0,9.8,5.1,16.8,25.3,102.4,2000
Houston Rockets*,50,12075,40.1,92.6,.434,5.1,14.4,.357,35.0,78.1,.448,17.4,23.8,.734,14.9,31.1,46.0,23.1,9.9,5.5,14.6,23.1,102.9,2000
Milwaukee Bucks*,50,12050,36.6,85.7,.427,6.2,18.6,.334,30.4,67.1,.453,23.6,31.3,.752,15.0,32.0,47.0,23.3,9.1,4.4,19.0,23.3,103.0,2000
Chicago Bulls,50,12075,38.9,85.4,.455,4.7,13.8,.340,34.2,71.6,.477,20.6,28.1,.733,12.4,35.4,47.8,24.8,10.0,6.4,17.6,24.2,103.0,2000
Sacramento Kings*,50,12200,41.2,92.2,.446,4.5,13.4,.336,36.7,78.9,.465,16.3,22.8,.712,15.4,32.8,48.1,23.9,10.0,4.5,16.2,22.6,103.1,2000
Phoenix Suns*,50,12050,39.2,87.1,.450,6.0,16.7,.360,33.2,70.4,.472,18.8,27.1,.694,13.6,33.3,46.9,23.5,9.1,4.5,18.0,23.6,103.3,2000
New Jersey Nets,50,12050,39.1,86.4,.453,4.9,14.2,.341,34.3,72.2,.475,20.5,28.3,.727,13.6,34.4,48.0,21.1,8.6,7.1,17.7,23.6,103.6,2000
Washington Wizards,50,12050,37.8,84.9,.446,4.8,13.7,.352,33.0,71.2,.464,23.2,31.5,.736,13.7,33.7,47.4,23.9,8.9,4.7,17.6,24.1,103.7,2000
Toronto Raptors,50,12075,37.9,86.3,.439,5.7,15.4,.372,32.2,71.0,.454,22.3,30.6,.728,13.7,31.2,44.9,24.5,10.0,5.8,17.3,24.4,103.9,2000
Los Angeles Lakers*,50,12050,38.2,86.8,.441,4.7,14.2,.332,33.5,72.6,.462,23.1,32.6,.709,13.6,30.5,44.1,23.1,8.9,4.3,15.6,27.6,104.3,2000
Indiana Pacers*,50,12100,39.2,90.4,.434,4.7,14.6,.325,34.4,75.8,.454,21.3,28.2,.756,14.4,32.7,47.1,21.9,8.2,5.5,15.0,25.9,104.4,2000
Dallas Mavericks,50,12075,40.5,90.1,.450,4.8,15.3,.315,35.7,74.8,.477,19.1,26.6,.717,14.7,33.9,48.6,24.0,8.1,5.4,15.6,23.3,104.9,2000
Seattle SuperSonics,50,12100,40.7,89.1,.457,5.8,16.9,.345,34.8,72.2,.483,19.0,26.3,.722,14.4,32.0,46.4,24.6,8.8,5.0,16.5,25.8,106.2,2000
Vancouver Grizzlies,50,12175,40.1,86.7,.463,5.1,14.5,.351,35.1,72.3,.485,22.6,31.0,.729,14.9,32.2,47.1,26.3,10.8,7.3,17.2,25.8,107.9,2000
